filepath,label,class_name,split
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_138.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_144.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_159.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_164.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_167.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_180.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_182.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_188.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_217.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_230.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_24.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_240.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_241.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_242.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_249.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_25.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_253.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_259.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_26.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_267.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_35.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_38.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_40.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_45.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_47.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_61.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_62.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_88.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_92.jpg,1,Aeromoniasis,test
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_98.jpg,1,Aeromoniasis,test
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_10.jpeg,2,Bacterial Gill Disease,test
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_228.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_23.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_248.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_288.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_35.png,2,Bacterial Gill Disease,test
data/original/aquahealth/test_split/Bacterial gill disease_Bacterial gill disease_6.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_118.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_130.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_135.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_159.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_162.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_167.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_175.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_182.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_19.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_201.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_202.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_21.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_216.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_218.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_224.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_229.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_235.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_236.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_24.jpeg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_244.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_250.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_252.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_260.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_267.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_279.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_318.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_357.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_358.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_372.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_38.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_381.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_403.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_49.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_5.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_57.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_62.png,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_71.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_102.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_137.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_138.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_172.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_200.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_209.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_211.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_219.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_229.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_237.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_239.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_243.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_26.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_30.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_37.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_50.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_57.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_73.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_83.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_84.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_88.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/train_split/Bacterial gill disease/Bacterial gill disease_aug_95.jpg,2,Bacterial Gill Disease,test
data/original/aquahealth/test_split/EUS_EUS_139.jpg,3,EUS Disease,test
data/original/aquahealth/test_split/EUS_EUS_15.jpg,3,EUS Disease,test
data/original/aquahealth/test_split/EUS_EUS_168.jpg,3,EUS Disease,test
data/original/aquahealth/test_split/EUS_EUS_226.jpg,3,EUS Disease,test
data/original/aquahealth/test_split/EUS_EUS_233.jpg,3,EUS Disease,test
data/original/aquahealth/test_split/EUS_EUS_251.jpg,3,EUS Disease,test
data/original/aquahealth/test_split/EUS_EUS_263.jpg,3,EUS Disease,test
data/original/aquahealth/test_split/EUS_EUS_283.jpg,3,EUS Disease,test
data/original/aquahealth/test_split/EUS_EUS_352.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_110.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_116.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_118.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_120.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_123.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_14.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_160.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_166.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_182.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_183.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_186.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_189.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_193.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_219.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_220.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_223.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_229.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_243.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_254.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_255.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_271.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_277.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_284.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_3.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_301.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_317.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_319.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_327.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_336.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_341.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_48.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_55.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_84.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_100.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_101.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_113.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_115.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_117.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_139.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_154.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_156.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_162.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_180.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_185.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_193.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_198.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_200.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_209.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_219.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_223.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_35.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_46.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_69.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_70.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_77.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_85.jpg,3,EUS Disease,test
data/original/aquahealth/train_split/EUS/EUS_aug_91.jpg,3,EUS Disease,test
data/original/aquahealth/test_split/Fungal diseases Saprolegniasis_Fungal diseases Saprolegniasis_128.jpg,4,Saprolegniasis,test
data/original/aquahealth/test_split/Fungal diseases Saprolegniasis_Fungal diseases Saprolegniasis_182.jpg,4,Saprolegniasis,test
data/original/aquahealth/test_split/Fungal diseases Saprolegniasis_Fungal diseases Saprolegniasis_80.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_119.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_12.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_223.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_238.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_33.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_81.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_90.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_0.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_103.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_104.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_105.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_106.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_116.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_126.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_132.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_144.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_147.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_148.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_152.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_153.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_159.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_166.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_169.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_172.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_191.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_2.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_200.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_213.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_216.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_22.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_231.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_250.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_265.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_273.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_275.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_279.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_283.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_311.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_320.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_328.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_333.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_336.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_341.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_353.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_362.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_37.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_371.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_388.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_389.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_5.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_60.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_61.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_63.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_73.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_91.jpg,4,Saprolegniasis,test
data/original/aquahealth/train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_98.jpg,4,Saprolegniasis,test
data/original/aquahealth/test_split/Parasitic diseases_Parasitic diseases_145.jpg,5,Parasitic Disease,test
data/original/aquahealth/test_split/Parasitic diseases_Parasitic diseases_47.jpg,5,Parasitic Disease,test
data/original/aquahealth/test_split/Parasitic diseases_Parasitic diseases_96.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_1.jpeg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_106.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_142.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_147.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_151.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_157.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_165.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_178.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_185.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_187.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_195.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_214.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_218.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_23.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_36.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_51.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_68.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_71.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_72.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_75.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_78.jpeg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_79.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_84.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_aug_100.jpg,5,Parasitic Disease,test
data/original/aquahealth/train_split/Parasitic diseases/Parasitic diseases_aug_11.jpg,5,Parasitic Disease,test
