filepath,source_split,source_folder,class_name,label,extension,width,height,mode,sha256,dhash,status,exact_dup_group,near_dup_group,split
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_18.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,8da5ee8d8bd33c563280b0c4974eb776470f999412cfbb913e686a725c62cacd,537ef6c3c7e7f581,ok,,g1702,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_180.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,8b0743bfdd1ec7c203233ab98f3e6535740b1e900ac668f0d24f6e6f3a8b3e5e,18181c0808c48410,ok,,g875,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_183.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,7c23f7236d09d14cff6c20caa24cb35caf731942dc517417173752e5d157d613,000d38b378f8fa3a,ok,,g62,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_187.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,23fc5c940db29655d0af63be3353f3f3adc3a128266171ffeec829ffe0f38bf2,099f0f0707074752,ok,,g511,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_188.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,2cdce86aca5814997f703b4c0c150411bf5bf6bd862eda224a9714ab15bd4044,838383030f060713,ok,,g2163,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_189.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,3da39f058f08caf2528e3391e6f0a51ddd30c37a82f4effcc5e24547e5ce293c,1401c1612105070f,ok,,g842,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_190.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,478872ca42adc41d168ccb68a8080c3a03dcd011362bea8d07c15bc24d4f5f3c,2e2f07070f9f1f1e,ok,,g1219,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_191.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,a6caf37c44ab33b97be42487dfebc1506bd90c809703d95ad4b6290303391717,850d0f8787070343,ok,,g2179,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_192.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,1d178cc55812ee9cf8e28b065de4a47ea3b79323f315c6aa45abf65d9ab7e86d,e3efdf9f9fdffff3,ok,,g2777,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_195.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,95ee929aacb0f8f6f21c056d09093a36a40715dd9ad9ab6d5dff920a73c19c75,6030180c86040c18,ok,,g1753,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_2.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,039d92efc193713aeb0a0f70ad22bc4f536987c989945dd950bd3fac8f0078f5,854f6e7a39ac8585,ok,,g2181,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_20.jpeg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpeg,224,224,RGB,c80bf3bf0edf2b2aa5d66d0474eafc00a26055cbf2ab80809e7094ae868d4437,3878f0fcde9e96f4,ok,,g1376,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_200.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,a0f5ae0099dc17ca563a1561faa04ff6bf0077644696e88964ddb8cf04cb8c81,3f7f7ffffcfc3805,ok,,g1549,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_202.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,e2b094ee0ffd9906994d34f6d51bd7cdafa9c81c37fdfc703cf5496b7be6653b,039383c3c3c3d7bf,ok,,g298,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_208.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,888b8ccaf0e74dca1be42b4ba0cf1aefcf0ef9743db0ea5e22bb44ae0238737d,e6fc7e1f0fe3e337,ok,,g2806,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_210.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,ec71da0c558a84e9555826fbb8644642ab3d8a46b68fe35d6768141cc126d2eb,636b680f1f13360c,ok,,g1809,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_213.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,a65bf40a48e6f076c1d5c8f455c811aae596ad36e928ff48ac7bca58cca49795,ffff6f1f1f0fcfce,ok,,g3052,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_215.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,86b3c6f59bc84706fe86e190fc5e3a2e670c9eac39268c34f5b8baa57b19c057,41030260c0080800,ok,,g1573,test
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_218.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,19a38604cdbb60b2f848a6c2af6a4e26151ab2ec4f2ad9d856d64bef1601dc44,7e1d3dde393d3d0f,ok,,g2080,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_22.png,train_split,Viral diseases White tail disease,White Tail Disease,6,.png,224,224,RGB,35ca472315bf3c6b466d73a6fa55e5500cfa09ccd9d3d731bc2bc5e80121f4cb,0f0e0bc1808c89d9,ok,,g659,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_222.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,c8bf69ce017375361ef978ed7b12a67a9d1902ae45ffbece5e817becf6b0bf3a,3e6743efefcfe77f,ok,,g1490,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_23.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,1610b6b5272978965ead62966844ac68c1144837d7231b9d58af7e02b6fe6f65,4b4f4d61d144060f,ok,,g1652,test
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_239.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,c31b256a4977ba5f5aa903d010d20d8e3616ecaf7f7c1bbd5c54aa7bc839dc8b,e0b01838f081053c,ok,,g2701,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_24.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,f0a4c61cd65c1cdf741e04d685b23113c9c9b4fa875d6d19749a564f44cb5277,e0fbdbd7d3f3b1b1,ok,,g2743,test
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_241.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,7d5055f455294796830915a6fe5130643e3d837120d947c9d3188511f22251f9,e1311d7066676331,ok,,g2747,test
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_242.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,522c6101ba80241b688272292b757d403e5bb32ae28e7d23d487fe3cfada67f9,071d6cd033333a00,ok,,g426,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_244.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,4b1b83737d943bac0bac598dc087fb347091f56311794055d2a04f603df347c3,bb71f1f97dfe0010,ok,,g2443,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_26.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,1e2cb81eb6a5bec4c3204f61aa08bbbb86b32a84ebda2c249660ed318be73eaf,9c0f2707071f1d99,ok,,g2324,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_29.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,bd7f2467a752a34b80e646958a28891c5d1ef528922bc37d9d54b41a9a9fa2dd,b3f7ff6f77f7ff37,ok,,g2425,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_3.png,train_split,Viral diseases White tail disease,White Tail Disease,6,.png,224,224,RGB,99cf0bf9c05f44c306f60de4820dfaf9c61408a78ed01540f01fd2eec2d47d6e,3f3f1f1f3f3f0f0f,ok,,g1524,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_30.jpeg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpeg,224,224,RGB,90162dceaada82ffd42888adfbfb6eb209cfad0b882781f276c250ee1e952665,80c8c0b0b0303079,ok,,g2135,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_31.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,9bb71b102bb9ee1772c0bbd4c92fb71b261ca501ee2a3c80b4addef23e95e69d,13cb6330f0e0b2e1,ok,,g841,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_32.png,train_split,Viral diseases White tail disease,White Tail Disease,6,.png,224,224,RGB,b673bf0a3cbea2082f659ed9fae6a4e50e7e453b7a9d49da0aef18f881d6e762,4e2f071f1e3f3e3d,ok,,g1663,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_34.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,3257b9d38d929ff6a92a91453ec5529b95a0bdecfef4eed674bac73e0f60bce8,003e2f270303038f,ok,,g93,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_35.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,7264b8a07f7b2e6e64a51ae2fcbf009817f8922afa0e2cb70437bf2d4bb66c11,03071737270e1c00,ok,,g244,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_36.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,ac46f0c227c9b97c3b2cfb28bfd1a0931a6e9940da03fb1e41c20594ff573980,040e1e7f87030307,ok,,g322,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_37.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,d402970c971c3428385036d2337cc6815293e46fa6b0ea36c04b7f0080b25893,1f0b0e1f1f1f0d01,ok,,g1025,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_38.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,9073e1365f1010f7518d91c8504851d9463dab99728c0a1d7e37caaf49e18210,3f3f3b070e1c1800,ok,,g1526,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_39.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,5c77a14acc23bbae187c4e0c73ed7fbec7f1cdd2edf196256ff568a0e947f50e,463e1e0e0e0c0c0c,ok,,g1617,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_4.jpeg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpeg,224,224,RGB,31c253384f1facd05c1ad7268a011fdbf48e9882d97ac3a5ddcb5fcf37f332f1,387c1e1b3d1d0b0b,ok,,g1378,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_41.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,d2216f724a6f3d60df42361c11c1064fa4f73691ef2636cd61561143e9f4a84a,0810000080e03010,ok,,g484,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_45.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,adc380a4e9106330099c3f8608f3640155943718db00115c932736d2ac5ab1c8,8000004040000000,ok,,g2123,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_46.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,b357b475a4d94f35cd2145acce5d21e3bfb205ea8d2fe216406a6d8f5fbc247f,f0f8fcfbfbfbc7c7,ok,,g2892,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_47.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,8c04a65fdccd7dd880b96016b035ab9b4e9b1c4a191b8bf83c1620cf08734454,1ff7f7fdf9793130,ok,,g1106,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_48.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,925fa0c65999b282523cafdfbfd5f779dbbc192ceea56db8415e0774175b72f5,91f9e8c0e0801001,ok,,g2278,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_49.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,0293babc2d62c745c02b868cb59f32502afe1c4d28ef548de45c3f697cc05e34,a4f8fcf8e5686800,ok,,g2386,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_5.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,6ea5363d1d93059bfa69dc4294bd3d7c3c108287c3b101006120bb7bae3642cb,c4e060f8cce8fcdc,ok,,g2553,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_50.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,ef3a3881b18166c42429f49a225902118e0137688334ae262656f9f6a3e1b0b8,1438f0c1800ccfc6,ok,,g844,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_51.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,d82c7f4a0c82b6b7009d3c4be99469b42b8eb83e2996f7208c749709c4e32f67,5cdcc8c8f8d0c088,ok,,g1726,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_52.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,2b4ce07495a2eeb3a0e1d942c23ef637b9de9557d0773ed5ee9f2f0cd00497b1,000042e204cc44c4,ok,,g24,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_53.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,891e2c11f5d8f469e5d277e7bc97cb16e665c4a8ede3c5768cd696cf95f52eae,7876f6eefcfdf7c7,ok,,g2007,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_54.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,dad19453a2bb98f3c5f3a5c3ddb96b5175887a0a8c9d3578b146238163da7f5a,07c1c141c1c1f23f,ok,,g469,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_55.png,train_split,Viral diseases White tail disease,White Tail Disease,6,.png,224,224,RGB,449ab59d893b376a3937ad882af748f9351ecff74e60d8dc043eb7eef7eb84ad,30bc9e9480e0b0b0,ok,,g1276,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_57.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,58a76e1f53b5f1f5346b43f30710711f1c3a757fc6210e2d75d310fc61bc6c2a,7a7be2f0fcfc647c,ok,,g2036,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_6.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,3c64178d5ea1cda5232767ef7ff6d0f7d70c79daf6efae7b6dfeaeeeed99cb70,c0c0c34b29697060,ok,,g2480,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_60.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,edbd4d6311c58fb4d3787031f7320158ec3a08e73931ecdc562d709d286ccd60,2060e8303010c2c6,ok,,g1120,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_61.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,e821d7d5d1172a006804de266806419cca371b941a33614bb084343ff6d1f74c,8d9cb2b8b919190f,ok,,g2247,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_62.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,3e76287100076caad0bb170aa5c9de8b63a3c63102dfeb72120eb1d26cb42243,34b1e7c6c6e57b39,ok,,g1332,test
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_63.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,4845cb25d774b54a96f5db715357e0e30a1e5a0176fbc3b62b34d3708317cffc,0060f0d00014181c,ok,,g102,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_67.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,f07d4956580e2a0c034f4cea65f8c74c9e48d9054a700d99ecd16f54d0da4e0c,7d7c4e1e3f370747,ok,,g2068,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_70.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,31361a926a0360467301faa3f71880304c327fc9b153734c58ea8632681494fa,0f3bc10f232b0e84,ok,,g735,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_71.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,558caae0b46cc759cfdebd0b89c61d5db88cde9bee1df6e8eb617dc2d51e3eef,173f1f6666200000,ok,,g864,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_72.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,acd3346fc800389c9695161cbfadbb7a886d19e09bc0a6809655d71cdea0826e,f060606075361604,ok,,g2855,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_74.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,73c33dbaed4f4642af23b509b920953909d1126ba4a8f065a5b68adb5b8a1a81,f1e1c5cd8787c5e1,ok,,g2903,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_75.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,e3558bde63f19f05bff9e642719f7f13fd5c31a8e3338f050e64b6d606f18999,781c3c3cb8b8e060,ok,,g1997,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_76.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,8cd2d0942c3180688886a4963d58b2f8fb3962a93078e71ae5955176a3ddfa5d,b4b0828287c787b7,ok,,g2427,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_8.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,d691a720622873db979b3fa70e197a4148de7e211f8b65c1e1c5692272a7757e,e7c9ad60e3e3f37d,ok,,g2811,test
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_81.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,4249c1a115e107bf7f79bf77068564939e6520968f3086b65b940dba258c4259,b63634e9ff9e1313,ok,,g2428,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_86.jpeg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpeg,224,224,RGB,d3ecf8648765986484cd508a8237e29e440ba7a1621cb3da74c8d4b1a0c068b3,c0c0e170f0e0828f,label_conflict,,g2483,
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_88.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,8b06403f9e85e713f42ba57206db4641a660a15658f087b278bdec281b009b56,83b13b13fbfbfef8,ok,,g2170,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_9.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,b64de8614767d3b165f29f4a28752a89f40bf3c5104c2120ca436c5bed3e043e,1e0f8bc50206040d,ok,,g989,test
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_91.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,5a9716197f63f5b21f257e7792d0753b73450d33114b32241fb51d6132e4eb4a,496b6f2cbc7cf6fa,ok,,g1644,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_92.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,f7ec37015f749bfa66796d49a06562855f9b0adbb7fbedfd9ceb16ccb8793972,a3a7e78f97dff9e0,ok,,g2379,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_94.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,0d21b89d3cb764bfe838e698aa95a20939eeb979eb493e77d168ef212ad4fc99,bc9c9480a0e0d0d0,ok,,g2446,test
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_95.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,2500c5bd0fc1daa91182c65241701937e1587eab68b980a2ea3d96b684521a2e,3c3f3b30b0e0c000,ok,,g1451,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_98.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,b9e3ff04d8bbc5a4fce8360d9725bf981b7033032fb3712e2d16639afb852229,f87ebf3c1c0ec4e4,ok,,g2953,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_99.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,af5d6dd75ac07ce80646419b8574e92b66a39deecc4f3c01c3d0fb820d24edcb,80c0c0d0f0c3eeec,ok,,g2132,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_0.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,8686acba30b5cabd1919d9d9748b379282742e00d17963b9d747363f2b29b19c,71e1c5cd8787c7c3,ok,,g1949,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_1.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,f8257fa403e414a6b5e03f8fc29beb123e941ec03776dd5be86d6812b078859b,070f4f7012130002,ok,,g414,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_10.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,92eab8ce7492cecdfbda47fbbb62f41bf57cc43b0d3321faa9b715caaf76c71e,a0f8fcf8e1686806,ok,,g2374,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_100.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,513b7228a32d38ff75c019baf9e637fde5ec5a792d3f6e54806c7375fdfd7f7d,074ffd3c3c7e490f,ok,,g450,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_102.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,a85c1cdb6a354f8db8b763744dc3ec55f070d150567433de92a31c98af4c76a3,e3efdf9f9fdffff3,ok,,g2777,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_105.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,08f886f8b6a1706e57c891020872c3b8e51cfae183ce9ec6686aaa7074b759fc,c0c0e170f0e0828f,label_conflict,,g2483,
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_106.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,b5d7f9dfa77e02e8fbe50e570bc1df8c63b9224bfd4fb490c40be141453b4b82,564020e1e0624343,ok,,g1704,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_109.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,d4b0701dee6cef08cd1d810908c60307319e3e6c91bd851d8c54aaa572ba145a,0e8e388c8c9fb110,ok,,g620,test
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_110.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,b8b0b9830eef0c166338f276f6f57c7bab7b3f8ce25b2bff80ba26d3e3b35c6d,13cb6330f0e0b2a1,ok,,g840,test
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_111.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,fdd7b0d80182f01dbde571e48e6f16122fba80a89bb2b07c20ebb0890f6d9880,0307070303030f3f,ok,,g240,val
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_112.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,cefa5f22876e5b47f3c2c6e0c61d6033ec78013b649b6e262c36b1b32150890d,0f07170f0f070633,ok,,g640,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_116.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,03fb3941cd1033fd64735fe400f1937edc85eef64c9ae54cc19016364e9367e3,21c1c18020000c0f,ok,,g1148,test
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_117.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,224,224,RGB,a3c70a35826098bff1583f5339b310aba13810d1782e3e5142dc70ac2178af76,1070e4c486848703,ok,,g807,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_119.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,128,128,RGB,a80b7304fae9a661288f665a734da6ab84f670adb0b87138180ef46acaf2d21d,0b3bc10f232b0e84,ok,,g529,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_12.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,90248bb2b032197520f6afb1abd67e8ee66df2dc031714e034b0aaba575ef376,2f0f4b03a7cce1a1,ok,,g1232,train
data/original/aquahealth/train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_120.jpg,train_split,Viral diseases White tail disease,White Tail Disease,6,.jpg,640,640,RGB,8aab27428c9fe8792d827c5cf31af3422311994e9336c0e902abd7f7c7711a0f,060c01339c7cf3f0,ok,,g344,train
