image_a,image_b,source_dataset_a,source_dataset_b,original_path_a,original_path_b,original_class_a,original_class_b,unified_class_a,unified_class_b,hash_type,hash_value_or_comparison,similarity_or_distance,duplicate_status,cross_dataset,label_relation,recommended_action,reason
current_freshwater-fb3fad3123bf,current_freshwater-3dd246546163,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_78.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_222.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,e070786f8f0f090d,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-0c449de0b028,roboflow-d3fdeb8c62b8,current_freshwater,roboflow,train_split/Bacterial Red disease/Bacterial Red disease_29.jpg,train/Bacterial Red disease/Bacterial-Red-disease-32-_jpg.rf.022ae5af301b73f9d5e361821cca94f5.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,e0991d1616191b87,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-a351383b2230,current_freshwater-1633cd83ddc8,current_freshwater,current_freshwater,test_split/EUS_EUS_190.jpg,train_split/EUS/EUS_aug_222.jpg,EUS,EUS,EUS Disease,EUS Disease,dhash,e0a6061fb9702031,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
paper_dataset-9db087851bb1,paper_dataset-8f15e786c3d4,paper_dataset,paper_dataset,InfectedFish/infected_693.png,InfectedFish/infected_738.png,InfectedFish,InfectedFish,,,dhash,e0c1808e8fc7e060,0,NEAR_DUPLICATE,False,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-bf99119045c1,current_freshwater-f1bd1ab6884c,current_freshwater,current_freshwater,test_split/Bacterial gill disease_Bacterial gill disease_26.jpeg,train_split/Bacterial gill disease/Bacterial gill disease_aug_61.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e0d8eceee7333ef8,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-bf99119045c1,roboflow-9c16f179c54e,current_freshwater,roboflow,test_split/Bacterial gill disease_Bacterial gill disease_26.jpeg,train/Bacterial gill disease/Bacterial-gill-disease-15-_jpeg.rf.04751776ae719bfd027c8a425ea7c977.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e0d8eceee7333ef8,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-bf99119045c1,roboflow-a98f7b2d23d0,current_freshwater,roboflow,test_split/Bacterial gill disease_Bacterial gill disease_26.jpeg,valid/Bacterial gill disease/Bacterial-gill-disease-4-_png.rf.e2be8689f35f392ff4bb595a0a441126.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e0d8eceee7333ef8,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-f1bd1ab6884c,roboflow-9c16f179c54e,current_freshwater,roboflow,train_split/Bacterial gill disease/Bacterial gill disease_aug_61.jpg,train/Bacterial gill disease/Bacterial-gill-disease-15-_jpeg.rf.04751776ae719bfd027c8a425ea7c977.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e0d8eceee7333ef8,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-f1bd1ab6884c,roboflow-a98f7b2d23d0,current_freshwater,roboflow,train_split/Bacterial gill disease/Bacterial gill disease_aug_61.jpg,valid/Bacterial gill disease/Bacterial-gill-disease-4-_png.rf.e2be8689f35f392ff4bb595a0a441126.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e0d8eceee7333ef8,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
roboflow-9c16f179c54e,roboflow-a98f7b2d23d0,roboflow,roboflow,train/Bacterial gill disease/Bacterial-gill-disease-15-_jpeg.rf.04751776ae719bfd027c8a425ea7c977.jpg,valid/Bacterial gill disease/Bacterial-gill-disease-4-_png.rf.e2be8689f35f392ff4bb595a0a441126.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e0d8eceee7333ef8,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-893cb77be25d,kaptai-128e4cb6d177,current_freshwater,kaptai,train_split/Bacterial Red disease/Bacterial Red disease_aug_139.jpg,Argulus/argulus (4).jpg,Bacterial Red disease,Argulus,Bacterial Red Disease,,dhash,0404243747c20698,0,NEAR_DUPLICATE,True,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-4fc8a0db1e27,roboflow-60a6c329be1d,current_freshwater,roboflow,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_175.jpg,train/Bacterial diseases - Aeromoniasis/Bacterial-diseases-Aeromoniasis-38-_jpg.rf.28b783b67cb59c6715bccbea8aed6259.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,e0e1e1d0b3e2e4f1,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-f7f10b6a4a22,roboflow-e24ea8b934d0,current_freshwater,roboflow,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_174.jpg,train/Bacterial diseases - Aeromoniasis/Bacterial-diseases-Aeromoniasis-34-_jpg.rf.103d0457e4ff2eba4bcf6209b0d38588.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,e0e3c2e2e2e2e170,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-f7f10b6a4a22,roboflow-cea678154aeb,current_freshwater,roboflow,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_174.jpg,train/Bacterial diseases - Aeromoniasis/Bacterial-diseases-Aeromoniasis-37-_jpg.rf.806cad897ab827f189d113b29fdbe04d.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,e0e3c2e2e2e2e170,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
roboflow-e24ea8b934d0,roboflow-cea678154aeb,roboflow,roboflow,train/Bacterial diseases - Aeromoniasis/Bacterial-diseases-Aeromoniasis-34-_jpg.rf.103d0457e4ff2eba4bcf6209b0d38588.jpg,train/Bacterial diseases - Aeromoniasis/Bacterial-diseases-Aeromoniasis-37-_jpg.rf.806cad897ab827f189d113b29fdbe04d.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,e0e3c2e2e2e2e170,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-a0b86c96fd8d,roboflow-83d4123e53b3,current_freshwater,roboflow,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_170.jpg,train/Bacterial diseases - Aeromoniasis/Bacterial-diseases-Aeromoniasis-32-_jpg.rf.7fe0d3220a248fc89c92310ef5727948.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,e0e4672b0b274786,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
paper_dataset-0b19578f5350,paper_dataset-c2e8c2439671,paper_dataset,paper_dataset,InfectedFish/infected_216.png,InfectedFish/infected_363.png,InfectedFish,InfectedFish,,,dhash,e0f0e0a1a1a191f0,0,NEAR_DUPLICATE,False,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-e648bc7a57dc,roboflow-2c187010d175,current_freshwater,roboflow,train_split/Bacterial Red disease/Bacterial Red disease_28.jpg,train/Bacterial Red disease/Bacterial-Red-disease-31-_jpg.rf.124626c5fc8f10f7aca3d84eed3a6d46.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,0407171e80191d1c,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-a713f95bf5fc,current_freshwater-9323f3f476cf,current_freshwater,current_freshwater,train_split/Healthy Fish/Healthy Fish_293.jpg,train_split/Healthy Fish/Healthy Fish_aug_90.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,e0f8705200000000,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-cb3b69d31282,roboflow-a1e96766b047,current_freshwater,roboflow,train_split/Viral diseases White tail disease/Viral diseases White tail disease_24.jpg,test/Viral diseases White tail disease/Viral-diseases-White-tail-disease-2-_jpg.rf.74dc25002b167c5e1e45fac1b7c1347e.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,e0fbdbd7d3f3b1b1,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-cb3b69d31282,roboflow-b2033a38dd47,current_freshwater,roboflow,train_split/Viral diseases White tail disease/Viral diseases White tail disease_24.jpg,train/Viral diseases White tail disease/Viral-diseases-White-tail-disease-23-_jpg.rf.d2c2e3a8df86c9ea16227514193c58c0.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,e0fbdbd7d3f3b1b1,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
roboflow-a1e96766b047,roboflow-b2033a38dd47,roboflow,roboflow,test/Viral diseases White tail disease/Viral-diseases-White-tail-disease-2-_jpg.rf.74dc25002b167c5e1e45fac1b7c1347e.jpg,train/Viral diseases White tail disease/Viral-diseases-White-tail-disease-23-_jpg.rf.d2c2e3a8df86c9ea16227514193c58c0.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,e0fbdbd7d3f3b1b1,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-375dfaca9849,current_freshwater-f4179ce7d679,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_69.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_301.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,e10608f93c8e0c18,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-375dfaca9849,current_freshwater-00b7e16b1be1,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_69.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_55.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,e10608f93c8e0c18,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-c973f4d77109,roboflow-64ad34acd7c8,current_freshwater,roboflow,train_split/Bacterial Red disease/Bacterial Red disease_30.jpg,test/Bacterial Red disease/Bacterial-Red-disease-33-_jpg.rf.362f8c5201bc86ed25b94d4baa2d8953.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,040c0e0f0e1fc9c3,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-cabcaed89c13,mendeley-a5d7070f3f15,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_51/IMG20260207072422.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_51/IMG20260207072423.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,e161634656301133,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-5ad0fab34e5f,mendeley-000d99faf229,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_51/IMG20260207072425.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_51/IMG20260207072426.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,e1e1614656301133,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-0576836b102e,current_freshwater-f9d58f0f49f9,current_freshwater,current_freshwater,test_split/Bacterial Red disease_Bacterial Red disease_67.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_92.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,040c243747c20698,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-0576836b102e,roboflow-07aaed7236a5,current_freshwater,roboflow,test_split/Bacterial Red disease_Bacterial Red disease_67.jpg,train/Bacterial Red disease/Bacterial-Red-disease-8-_jpg.rf.126f4f6b5c309ce5d633fa0e256cb0ec.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,040c243747c20698,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-f9d58f0f49f9,roboflow-07aaed7236a5,current_freshwater,roboflow,train_split/Bacterial Red disease/Bacterial Red disease_aug_92.jpg,train/Bacterial Red disease/Bacterial-Red-disease-8-_jpg.rf.126f4f6b5c309ce5d633fa0e256cb0ec.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,040c243747c20698,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-574722c755a0,roboflow-834ac29a59f9,current_freshwater,roboflow,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_83.jpg,train/Fungal diseases Saprolegniasis/Fungal-diseases-Saprolegniasis-8-_jpg.rf.c536871cef83c159c98bfb8005b96f13.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,e1e3e38abcb5b3a0,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-660da2aa6874,mendeley-a05e1f82e87d,mendeley,mendeley,Epizootic Ulcerative Syndrome (EUS)/Rui_(Labeo rohita)/Fish_70/IMG20260212070448.jpg,Epizootic Ulcerative Syndrome (EUS)/Rui_(Labeo rohita)/Fish_70/IMG20260212070448_01.jpg,Epizootic Ulcerative Syndrome (EUS),Epizootic Ulcerative Syndrome (EUS),EUS Disease,EUS Disease,dhash,e1e9d0f470e0c4c3,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-c063a6a17551,current_freshwater-73ace5fc2dfc,current_freshwater,current_freshwater,train_split/EUS/EUS_144.jpg,train_split/EUS/EUS_aug_27.jpg,EUS,EUS,EUS Disease,EUS Disease,dhash,e1f158fee29919e1,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
kaptai-5a571adb915d,kaptai-b527c9f66442,kaptai,kaptai,EUS/EUS  (6).jpg,Redspot/EUS  (6).jpg,EUS,Redspot,EUS Disease,,dhash,e292d6c6ce8ccec3,0,NEAR_DUPLICATE,False,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-88e792f043c2,current_freshwater-93a70cfc0a25,current_freshwater,current_freshwater,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_232.jpg,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_10.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,e2c3e1c98c207070,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-a0439adaee55,current_freshwater-ca2bc55099be,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_138.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_201.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e2f0e04c9c38603c,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-81c92039d7e6,mendeley-2b06b0959905,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_51/IMG20260207072412.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_51/IMG20260207072413.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,e362664410191909,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-39a0665eeb3f,current_freshwater-f880710c93ec,current_freshwater,current_freshwater,train_split/Bacterial Red disease/Bacterial Red disease_160.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_28.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,dhash,e3c31e8e0f1f1c0c,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-f2f7f2805e43,mendeley-490310df7c7f,mendeley,mendeley,Healthy Fish/Rui_(Labeo rohita)/Fish_80/IMG20260213125655.jpg,Healthy Fish/Rui_(Labeo rohita)/Fish_82/IMG20260213125655_01.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,e3c78ebcb870f890,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-f471ff643f92,roboflow-37b896955611,current_freshwater,roboflow,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_18.jpg,valid/Fungal diseases Saprolegniasis/Fungal-diseases-Saprolegniasis-15-_jpg.rf.d6a34ae96c5d3d48c84e072fd74b4e96.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,dhash,e3e263e060e061e0,0,NEAR_DUPLICATE,True,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
paper_dataset-a2bb5bc0ced3,paper_dataset-1e96475ca5ba,paper_dataset,paper_dataset,InfectedFish/infected_297.png,InfectedFish/infected_346.png,InfectedFish,InfectedFish,,,dhash,e3e29a9e9cd0f070,0,NEAR_DUPLICATE,False,UNRESOLVED_LABEL,REVIEW,"identical dHash, a label is unresolved; the match is evidence for the mapping decision"
roboflow-0036ddfed906,roboflow-26c0e2659b8d,roboflow,roboflow,train/Parasitic diseases/Parasitic-diseases-20-_jpg.rf.2f7f1354efb1a40151b21921ea8592cb.jpg,train/Parasitic diseases/Parasitic-diseases-25-_jpg.rf.a39eff1c102f5b5cce6fedbd858b38e9.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,dhash,043374e4841e1a84,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-7fe81675ec06,mendeley-f9f9f06f22d3,mendeley,mendeley,Epizootic Ulcerative Syndrome (EUS)/Grass_carp_(Ctenopharyngodon idella)/Fish_65/IMG20260213071109.jpg,Epizootic Ulcerative Syndrome (EUS)/Grass_carp_(Ctenopharyngodon idella)/Fish_65/IMG20260213071110.jpg,Epizootic Ulcerative Syndrome (EUS),Epizootic Ulcerative Syndrome (EUS),EUS Disease,EUS Disease,dhash,e3e3e3e1f5f4ecec,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-71da2e7d070f,current_freshwater-f2278f0f5a97,current_freshwater,current_freshwater,train_split/Viral diseases White tail disease/Viral diseases White tail disease_192.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_102.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,dhash,e3efdf9f9fdffff3,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-9f58e2e9bc68,current_freshwater-af02371ca88f,current_freshwater,current_freshwater,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_242.jpg,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_82.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,e4862333b2cbe338,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-9f58e2e9bc68,current_freshwater-64d340c17eda,current_freshwater,current_freshwater,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_242.jpg,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_80.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,e4862333b2cbe338,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-af02371ca88f,current_freshwater-64d340c17eda,current_freshwater,current_freshwater,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_82.jpg,train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_aug_80.jpg,Bacterial diseases - Aeromoniasis,Bacterial diseases - Aeromoniasis,Aeromoniasis,Aeromoniasis,dhash,e4862333b2cbe338,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-4a1e345cd016,current_freshwater-d81334d332eb,current_freshwater,current_freshwater,test_split/Healthy Fish_Healthy Fish_302.jpg,train_split/Healthy Fish/Healthy Fish_aug_212.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,dhash,e48949020c90c2c2,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-645864b4b587,mendeley-3b0c63136ea2,mendeley,mendeley,Bacterial Red Diseases/Grass_carp_(Ctenopharyngodon idella)/Fish_37/IMG20260212064842.jpg,Bacterial Red Diseases/Grass_carp_(Ctenopharyngodon idella)/Fish_37/IMG20260212064844.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,e4fed1c6ccf8d0d8,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-ee879e15d8c2,current_freshwater-8d7bdb67cd44,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_16.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_15.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e6e3c78d1ba0e789,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-ee879e15d8c2,current_freshwater-1b6d65ac127c,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_16.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_176.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e6e3c78d1ba0e789,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
current_freshwater-8d7bdb67cd44,current_freshwater-1b6d65ac127c,current_freshwater,current_freshwater,train_split/Bacterial gill disease/Bacterial gill disease_aug_15.jpg,train_split/Bacterial gill disease/Bacterial gill disease_aug_176.jpg,Bacterial gill disease,Bacterial gill disease,Bacterial Gill Disease,Bacterial Gill Disease,dhash,e6e3c78d1ba0e789,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
mendeley-07d44d8d8b01,mendeley-d559869dbc1f,mendeley,mendeley,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_54/IMG20260213070710.jpg,Bacterial Red Diseases/Rui_(Labeo rohita)/Fish_54/IMG20260213070712.jpg,Bacterial Red Diseases,Bacterial Red Diseases,Bacterial Red Disease,Bacterial Red Disease,dhash,e6f2f2f6f6f6b6ae,0,NEAR_DUPLICATE,False,SAME_LABEL,KEEP_SAME_SPLIT,"identical dHash, different bytes (policy: near-duplicate groups stay in one split)"
